gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Adventitial Fibroblast	Airway Smooth Muscle	Alveolar Epithelial Type 1	Alveolar Epithelial Type 2	Alveolar Fibroblast	Artery	B	Basal	Basophil/Mast 1	Bronchial Vessel 1	CD4+ Memory/Effector T	CD4+ Naive T	CD8+ Memory/Effector T	CD8+ Naive T	Capillary	Capillary Aerocyte	Capillary Intermediate 1	Ciliated	Classical Monocyte	Club	Dendritic	Differentiating Basal	Fibromyocyte	Goblet	IGSF21+ Dendritic	Intermediate Monocyte	Ionocyte	Lipofibroblast	Lymphatic	Macrophage	Myeloid Dendritic Type 2	Myofibroblast	Natural Killer	Natural Killer T	Neuroendocrine	Neutrophil	Nonclassical Monocyte	Pericyte	Plasma	Plasmacytoid Dendritic	Proliferating NK/T	Signaling Alveolar Epithelial Type 2	Vascular Smooth Muscle	Vein
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR1	Q04771	True	ACVR1_HUMAN	MIS receptor 3	CPI-CS0D4BB4458	13.987	4.844	8.466	8.537	32.742	11.098	1.256	9.179	17.391	9.528	4.071	1.656	4.271	0.196	7.547	4.691	37.295	38.038	7.83	24.269	0.0	3.674	0.733	35.069	0.25	11.5	99.0	8.8	1.045	0.875	13.286	5.827	0.61	6.058	2.055	0.628	21.333	14.45	0.0	0.692	3.235	9.91	14.727	77.643
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS09F35DDEB	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	49.551	8.298	12.076	7.064	33.872	4.38	1.752	24.238	58.435	7.519	3.77	3.435	0.0	4.974	9.361	16.331	19.864	14.555	7.755	8.136	68.2	13.442	6.533	15.167	0.125	215.0	0.0	6.25	13.682	0.531	0.0	15.154	9.985	9.885	17.855	0.044	7.296	19.958	0.0	1.077	0.0	12.174	14.892	22.714
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS085EF890A	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0AED3F8E8	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0384572FE	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0E7C1314F	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0B2F2EF5D	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B receptor	CPI-CS0B79F5D68	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B receptor	CPI-CS0A5400A6A	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	2.69	12.749	10.895	5.27	3.333	2.12	0.14	5.904	15.391	4.0	0.373	1.176	1.915	9.881	4.514	5.005	12.352	35.907	3.151	4.703	0.0	10.465	0.067	3.82	29.875	0.333	4.0	1.4	0.045	0.312	0.0	24.365	1.059	0.442	9.382	0.035	7.963	17.347	0.5	0.692	0.588	6.786	4.875	0.31
